TrialDate,TrialDateRE,TimeTrialStart,Trial,BugNumber,COMBO,ComboOrientation,OutsideTemperature,OutsideHumidity,DaysKBstarved,ColonyORpositiveBugNumber,Species,LifeStage,KBsex,Engorgement,TcruziStatus,qPCRconfirmed,cultureConfirmed,DogWeightkg,DogHeightcm,ChickenWeightkg,ChickenHeightcm,HumanWeightkg,HumanHeightcm,LeftHostMINtemp,LeftHost MAXtemp MAX,LeftHostAVGtemp,LeftHostMMINHumidity,LeftHostMAXHumidity,LeftHostAVGHumidity,RightHostMINtemp,RightHostMAXtemp,RightHostAVGtemp,RightHostMINHumidity,RightHostMAXhumidity,RightHostAVGhumidity,AverageDogTemp,AverageDogHumidity,AverageDogCO2,AverageChickenTemp,AverageChickenHumidity,AverageChickenCO2,AverageHumanTemp,AverageHumanHumidity,AverageHumanCO2,AverageRoomTemp,AverageRoomHumidity,Participate,Outcome,dog,chicken,human,empty,NoChoice,NeverLeft,OutcomeNumeric,L0R1,VIDEODurationBeforeBugDropped,VIDEOtrialLength,VIDEOdurationUntilKBleftStartingPoint,KBParticipatingsec,KBactivesec,VIDEOdurationTimeBugInOlfactommmeter,VIDEOchoiceLR,TimeSpentNearDog,TimeSpentNearChicken,TimeSpentNearHuman,TimeSpentNearEmpty,TimeSpentOutcome,TimeSpentMost,VIDEOdurationLEFTsec,VIDEOdurationRIGHTsec,VIDEOdurationBOTHsec,VIDEOdurationLEFTmin,VIDEOdurationRIGHTmin,VIDEOdurationBOTHmin,VIDEOkbOnBothSidesY1N0,VIDEOporportionNearDOG,VIDEOporportionNearCHICKEN,VIDEOporportionNearHUMAN,VIDEOporportionNearEMPTY,VIDEOporportionNearEMPTYleft,VIDEOporportionNearEMPTYright,VIDEOmoreThan50nearDOG,VIDEOmoreThan50nearCHICKEN,VIDEOmoreThan50nearHUMAN,VIDEOmoreThan50nearEMPTY,VIDEOmorethan50nearEMPTYleft,VIDEOmoreThan50nearEMPTYright
220811,8/11/22,5:54:00 PM,75,91,E vs H,E vs H,99,33,41,158,T. gerstaeckeri,5,NA,0,0,0,0,NA,NA,NA,NA,65.75963719,170.18,23.5,25.2,24.35,42,46,44,22.7,23.7,23.2,55,62,58.5,NA,NA,NA,NA,NA,NA,23.2,58.5,1676.666667,23.65,57,1,Empty,NA,NA,0,1,0,0,3,0,NA,0:40:00,0:14:07,847,863,0:14:23,L,NA,NA,0,16,Empty,Empty,16,0,16,0:00:15,0:00:00,0:00:15,0,NA,NA,0,100,NA,NA,NA,NA,0,1,NA,NA
220811,8/11/22,6:50:00 PM,82,92,E vs H,H vs E,99,32,41,158,T. gerstaeckeri,5,NA,0,0,0,0,NA,NA,NA,NA,68.02721088,170.18,23.3,24.7,24,44,46,45,21.2,21.6,21.4,57,57,57,NA,NA,NA,NA,NA,NA,24,45,1465,23.05,53.7,1,Human,NA,NA,1,0,0,0,6,0,NA,0:40:00,0:01:37,97,110,0:01:50,L,NA,NA,12.81,0,Human,Human,12.81,0,12.81,0:00:12,0:00:00,0:00:12,0,NA,NA,100,0,NA,NA,NA,NA,1,0,NA,NA
220812,8/12/22,12:56:00 PM,91,94,H vs C,H vs C,94,48,42,158,T. gerstaeckeri,5,NA,0,0,0,0,NA,NA,1.61,45.72,68.02721088,170.18,23.2,26.5,24.85,54,56,55,22.1,22.5,22.3,68,70,69,NA,NA,NA,22.3,69,687.2,24.85,55,1696,23.26666667,67.7,1,No choice,NA,0,0,NA,1,0,2,NA,NA,0:40:00,0:27:04,1624,2011,0:33:31,NA,NA,0,33.72,NA,Human,Human,33.72,0,33.72,0:00:33,0:00:00,0:00:33,0,NA,0,100,NA,NA,NA,NA,0,1,NA,NA,NA
220812,8/12/22,3:38:00 PM,92,96,D vs H,H vs D,98,37,42,158,T. gerstaeckeri,5,NA,0,0,0,0,143.325,63.5,NA,NA,68.02721088,170.18,23.9,26.5,25.2,45,51,48,22,23.5,22.75,62,84,73,22.75,73,2201.666667,NA,NA,NA,25.2,48,1791.666667,23.2,57.85,1,Dog,1,NA,0,NA,0,0,5,1,NA,0:40:00,0:13:18,798,948,0:15:48,R,148.57,NA,0,NA,Dog,Dog,0,148.57,148.57,0:00:00,0:02:28,0:02:28,0,100,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA
220812,8/12/22,4:32:00 PM,87,97,E vs D,D vs E,100,36,42,158,T. gerstaeckeri,5,NA,0,0,0,0,143.325,63.5,NA,NA,NA,NA,23.7,25.4,24.55,43,49,46,21.5,22,21.75,57,61,59,24.55,46,1992.5,NA,NA,NA,NA,NA,NA,22.96666667,57.2,1,Dog,1,NA,NA,0,0,0,5,0,NA,0:40:00,0:05:55,355,479,0:07:59,L,84.69,NA,NA,0,Dog,Dog,84.69,0,84.69,0:01:24,0:00:00,0:01:24,0,100,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA
220812,8/12/22,5:38:00 PM,90,98,E vs H,E vs H,96,42,42,158,T. gerstaeckeri,5,NA,0,0,0,0,NA,NA,NA,NA,108.8435374,162.56,22.7,24,23.35,43,48,45.5,21,24.1,22.55,57,68,62.5,NA,NA,NA,NA,NA,NA,22.55,62.5,2138.333333,23.125,54.6,1,Human,NA,NA,1,0,0,0,6,1,NA,0:40:00,0:19:12,1152,1182,0:19:42,R,NA,NA,29,0,Human,Human,0,29,29,0:00:00,0:00:29,0:00:29,0,NA,NA,100,0,NA,NA,NA,NA,1,0,NA,NA
220812,8/12/22,7:19:00 PM,99,99,E vs C,C vs E,NA,NA,42,158,T. gerstaeckeri,5,NA,0,0,0,0,NA,NA,1.61,45.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,NA,NA,NA,22.4,58.9,1,Chicken,NA,1,NA,0,0,0,4,0,NA,0:40:00,0:00:36,36,50,0:00:50,L,NA,13.42,NA,0,Chicken,Chicken,13.42,0,13.42,0:00:13,0:00:00,0:00:13,0,NA,100,NA,0,NA,NA,NA,1,NA,0,NA,NA
220816,8/16/22,1:32:00 PM,96,103,H vs C,H vs C,96,41,34,133,T. gerstaeckeri,Adult,Female,0,0,0,0,NA,NA,1.61,45.72,108.8435374,162.56,23.2,25.8,24.5,44,46,45,20.9,21.5,21.2,59,60,59.5,NA,NA,NA,21.2,59.5,757,24.5,45,2280,22.43333333,55.13333333,1,Human,NA,0,1,NA,0,0,6,0,NA,0:40:00,0:02:35,155,271,0:04:31,L,NA,20.47,18.36,NA,Both,Chicken,18.36,20.47,38.83,0:00:18,0:00:20,0:00:38,1,NA,52.71700419,47.28299581,NA,NA,NA,NA,1,0,NA,NA,NA
221108,11/8/22,11:32,127,110,E vs H,H vs E,80,69,23,12. NA,T. gerstaeckeri,5,NA,1,1,1,NA,NA,NA,NA,NA,61.2244898,180.34,24,26.9,25.45,65,75,70,22.3,23.6,22.95,82,88,85,NA,NA,NA,NA,NA,NA,25.45,70,2353.333333,24.73333333,82.26666667,1,Human,NA,NA,1,0,0,0,6,0,NA,0:40:00,0:09:52,592,813,0:13:33,L,NA,NA,37.99,21.53,Both,Human,37.99,21.53,59.52,0:00:37,0:00:21,0:00:59,1,NA,NA,63.82828336,36.17171664,NA,NA,NA,NA,1,0,NA,NA
221116,11/16/22,7:36:00 PM,132,120,D vs H,D vs H,44,68,35,103/4.dark purple,T. gerstaeckeri,5,NA,0,1,1,1,147.735,63.5,NA,NA,77.09750567,162.56,20.5,22.8,21.65,23,24,23.5,20.4,22.6,21.5,32,40,36,21.65,23.5,1365.6,NA,NA,NA,21.5,36,2468,22.88333333,25.15,1,No choice,0,0,NA,NA,1,0,2,NA,NA,0:40:00,0:11:34,694,2024,0:33:44,NA,205.32,NA,0,NA,Dog,Dog,205.32,0,205.32,0:03:25,0:00:00,0:03:25,0,100,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA
221129,11/29/22,12:54:00 PM,112,121,D vs C,D vs C,79,73,48,103/4 . NR (red),T. gerstaeckeri,5,NA,0,1,1,1,143.325,54.61,1.61,45.72,NA,NA,23.5,25.3,24.4,72,81,76.5,22.1,22.8,22.45,NA,NA,NA,24.4,76.5,1435,22.45,NA,796,NA,NA,NA,24.93333333,84.46666667,1,Dog,1,0,NA,NA,0,0,5,0,NA,0:40:00,0:03:21,201,589,0:09:49,L,29.34,0,NA,NA,Dog,Dog,29.34,0,29.34,0:00:29,0:00:00,0:00:29,0,100,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA
221129,11/29/22,1:47:00 PM,113,122,D vs C,C vs D,81,66,48,103/4 . NR (light blue),T. gerstaeckeri,5,NA,0,1,1,1,147.735,63.5,1.61,45.72,NA,NA,23.4,23.8,23.6,68,70,69,23.5,24.5,24,87,95,91,24,91,1285,23.6,69,511,NA,NA,NA,25.75,80,1,Dog,1,0,NA,NA,0,0,5,1,NA,0:40:00,0:00:57,57,80,0:01:20,R,21.78,0,NA,NA,Dog,Dog,0,21.78,21.78,0:00:00,0:00:21,0:00:21,0,100,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA
221207,12/7/22,1:43:00 PM,117,124,H vs C,H vs C,79,59,56,103/4. hot pink,T. gerstaeckeri,5,NA,1,1,1,0,NA,NA,1.61,45.72,61.2244898,152.4,24.8,27.5,26.15,54,59,56.5,26.1,26.4,26.25,65,67,66,NA,NA,NA,26.25,66,737,26.15,56.5,1995,26.5,66.06666667,1,Chicken,NA,1,0,NA,0,0,4,1,NA,0:40:00,0:03:50,230,267,0:04:27,R,NA,35.55,0,NA,Chicken,Chicken,0,35.55,35.55,0:00:00,0:00:35,0:00:35,0,NA,100,0,NA,NA,NA,NA,1,0,NA,NA,NA
230109,1/9/23,12:56:00 PM,123,131,H vs C,C vs H,66,55,170,"12.5 ""32.5""",T. gerstaeckeri,5,NA,1,1,1,0,NA,NA,1.61,45.72,65.75963719,165.1,22.1,22.5,22.3,35,38,36.5,22.5,24.6,23.55,40,45,42.5,NA,NA,NA,22.3,36.5,518.6,23.55,42.5,3452,23.11666667,44.46666667,1,No choice,NA,0,0,NA,1,0,2,NA,NA,0:40:00,0:29:12,1752,2025,0:33:45,NA,NA,272.21,0,NA,Chicken,Chicken,272.21,0,272.21,0:04:32,0:00:00,0:04:32,0,NA,100,0,NA,NA,NA,NA,1,0,NA,NA,NA
230110,1/10/23,11:40:00 AM,135,134,D vs H,H vs D,66,80,42,143.7,T. gerstaeckeri,5,NA,1,1,1,0,143.325,63.5,NA,NA,80.72562358,178,21.4,24.8,23.1,57,60,58.5,14.7,22.7,18.7,64,68,66,18.7,66,3895,NA,NA,NA,23.1,58.5,1737.5,22.56666667,69.93333333,1,Human,0,NA,1,NA,0,0,6,0,NA,0:40:00,0:02:45,165,253,0:04:13,L,0,NA,85.86,NA,Human,Human,85.86,0,85.86,0:01:25,0:00:00,0:01:25,0,0,NA,100,NA,NA,NA,0,NA,1,NA,NA,NA
230110,1/10/23,12:35:00 PM,143,135,D vs H,H vs D,70,71,42,143.9,T. gerstaeckeri,5,NA,0,1,1,0,143.325,63.5,NA,NA,80.72562358,178,21.5,24.5,23,56,58,57,21.4,22.5,21.95,66,69,67.5,21.95,67.5,2475,NA,NA,NA,23,57,2047.5,22.96666667,67.9,1,Human,0,NA,1,NA,0,0,6,0,NA,0:40:00,0:02:03,123,154,0:02:34,L,0,NA,31.05,NA,Human,Human,31.05,0,31.05,0:00:31,0:00:00,0:00:31,0,0,NA,100,NA,NA,NA,0,NA,1,NA,NA,NA
230110,1/10/23,1:31:00 PM,134,136,E vs D,D vs E,72,63,42,143.11,T. gerstaeckeri,5,NA,1,1,1,1,143.325,63.5,NA,NA,NA,NA,21.8,22.7,22.25,54,55,54.5,21.8,21.9,21.85,65,66,65.5,22.25,54.5,1457.5,NA,NA,NA,NA,NA,NA,23.43333333,64.7,1,Dog,1,NA,NA,0,0,0,5,0,NA,0:40:00,0:02:09,129,187,0:03:07,L,58.76,NA,NA,0,Dog,Dog,58.76,0,58.76,0:00:58,0:00:00,0:00:58,0,100,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA
230111,1/11/23,3:00:00 PM,120,137,D vs C,C vs D,78,56,43,143.1,T. gerstaeckeri,5,NA,1,1,1,1,143.325,54.61,1.61,45.72,NA,NA,56,62,59,22.6,23.1,22.85,22.7,24.6,23.65,67,72,69.5,23.65,69.5,2963.333333,59,22.85,605,NA,NA,NA,24.375,67.625,1,Chicken,0,1,NA,NA,0,0,4,0,NA,0:40:00,0:11:46,706,942,0:15:42,L,11.94,166.61,NA,NA,Both,Chicken,166.61,11.94,178.55,0:02:46,0:00:11,0:02:58,1,6.687128048,93.31287195,NA,NA,NA,NA,0,1,NA,NA,NA,NA
230113,1/13/23,1:17:00 PM,144,141,D vs H,D vs H,58,44,45,143.16,T. gerstaeckeri,5,NA,0,1,1,0,116.6445,54.61,NA,NA,77.09750567,162.56,21.2,23,22.1,25,26,25.5,21.5,24.4,22.95,28,30,29,22.1,25.5,1508.333333,NA,NA,NA,22.95,29,3430,22.3,29.9,1,Dog,1,NA,0,NA,0,0,5,0,NA,0:40:00,0:13:09,789,1398,0:23:18,L,609.52,NA,0,NA,Dog,Dog,609.52,0,609.52,0:10:09,0:00:00,0:10:09,0,100,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA
230113,1/13/23,1:20:00 PM,128,143,H vs C,H vs C,59,25,45,143.3,T. gerstaeckeri,5,NA,1,1,1,0,NA,NA,1.61,45.72,72.56235828,172.72,19.7,24.2,21.95,21,44,32.5,20.1,21.8,20.95,21,53,37,NA,NA,NA,20.95,37,2206.666667,21.95,32.5,2345,22.3,19.725,1,Human,NA,0,1,NA,0,0,6,0,NA,0:40:00,0:07:28,448,NA,NA,L,NA,0,160.74,NA,Human,Human,160.74,0,160.74,0:02:40,0:00:00,0:02:40,0,NA,0,100,NA,NA,NA,NA,0,1,NA,NA,NA
230130,1/30/23,1:28:00 PM,136,146,D vs C,D vs C,34,94,28,14,T. gerstaeckeri,5,NA,1,0,0,0,116.6445,54.61,1.61,45.72,NA,NA,18.6,20.3,19.45,27,28,27.5,18.6,18.7,18.65,30,32,31,19.45,27.5,1377.5,18.65,31,2342.5,NA,NA,NA,20.5,29.98,1,Dog,1,0,NA,NA,0,0,5,0,NA,0:40:00,0:12:05,725,1349,0:22:29,L,192.06,0,NA,NA,Dog,Dog,192.06,0,192.06,0:03:12,0:00:00,0:03:12,0,100,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA
230221,2/21/23,6:02:00 PM,146,157,D vs H,D vs H,76,65,50,14,T. gerstaeckeri,5,NA,1,0,0,0,143.325,54.61,NA,NA,77.09750567,162.56,24,25.7,24.85,28,60,44,23.3,26.4,24.85,32,72,52,24.85,44,1211.666667,NA,NA,NA,24.85,52,1355,24.375,40.775,1,Dog,1,NA,0,NA,0,0,5,0,NA,0:40:00,0:00:14,14,1086,0:18:06,L,"1,072.54",NA,0,NA,Dog,Dog,"1,072.54",0,"1,072.54",0:17:52,0:00:00,0:17:52,0,100,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA
230301,3/1/23,1:53:00 PM,156,163,D vs C,D vs C,81,62,58,14,T. gerstaeckeri,5,NA,0,0,0,0,143.325,54.61,1.61,45.72,NA,NA,25.3,26.5,25.9,45,49,47,25.3,25.4,25.35,53,57,55,25.9,47,1130,25.35,55,555.5,NA,NA,NA,26.46666667,55.86666667,1,Dog,1,0,NA,NA,0,0,5,0,NA,0:40:00,0:03:56,236,253,0:04:13,L,17.83,0,NA,NA,Dog,Dog,17.83,0,17.83,0:00:17,0:00:00,0:00:17,0,100,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA
230327,3/27/23,1:08:00 PM,168,172,E vs D,E vs D,74,53,84,14,T. gerstaeckeri,5,NA,0,0,0,0,28.665,35.56,NA,NA,NA,NA,24.5,24.7,24.6,39,44,41.5,24.6,24.9,24.75,49,56,52.5,24.75,52.5,861,NA,NA,NA,NA,NA,NA,25.73333333,49.56666667,1,Dog,1,NA,NA,0,0,0,5,1,NA,0:40:00,0:02:26,146,490,0:08:10,R,346.58,NA,NA,0,Dog,Dog,0,346.58,346.58,0:00:00,0:05:46,0:05:46,0,100,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA
230403,4/3/23,1:56:00 PM,171,176,D vs C,C vs D,88,59,73,22.3,T. gerstaeckeri,A,M,0,1,1,1,28.665,35.56,1.61,45.72,NA,NA,26.2,26.5,26.35,45,46,45.5,26.1,26.5,26.3,53,55,54,26.3,54,701,26.35,45.5,531,NA,NA,NA,28.05,54.85,1,Chicken,0,1,NA,NA,0,0,4,0,NA,0:40:00,0:02:04,124,139,0:02:19,L,0,14.8,NA,NA,Chicken,Chicken,14.8,0,14.8,0:00:14,0:00:00,0:00:14,0,0,100,NA,NA,NA,NA,0,1,NA,NA,NA,NA
230425,4/25/23,8:42:00 AM,172,178,D vs C,D vs C,63,76,75,143.1,T. gerstaeckeri,A,M,0,1,1,1,28.665,35.56,1.61,45.72,NA,NA,24.3,25.3,24.8,34,36,35,25,25.2,25.1,39,40,39.5,24.8,35,766.4,25.1,39.5,592.8,NA,NA,NA,26.28333333,42.28333333,1,No choice,0,0,NA,NA,1,0,2,NA,NA,0:40:00,0:03:12,192,2018,0:33:38,NA,259.31,13.84,NA,NA,Both,Dog,259.31,13.84,273.15,0:04:19,0:00:13,0:04:33,1,94.93463704,5.06536296,NA,NA,NA,NA,1,0,NA,NA,NA,NA
230503,5/3/23,1:36:00 PM,174,183,E vs D,D vs E,84,58,93,22.2,T. gerstaeckeri,4,NA,0,1,1,0,28.665,35.56,NA,NA,NA,NA,25.5,26.6,26.05,22,24,23,25.4,25.8,25.6,25,28,26.5,26.05,23,875,NA,NA,NA,NA,NA,NA,27.41666667,24.25,1,No choice,0,NA,NA,0,1,0,2,NA,NA,0:40:00,0:28:28,1708,1990,0:33:10,NA,283.67,NA,NA,0,Dog,Dog,283.67,0,283.67,0:04:43,0:00:00,0:04:43,0,100,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA
230503,5/3/23,4:22:00 PM,182,185,E vs C,C vs E,84,53,93,22.12,T. gerstaeckeri,A,F,0,1,1,0,NA,NA,1.61,45.72,NA,NA,26.9,27.3,27.1,20,22,21,26.6,27,26.8,22,23,22.5,NA,NA,NA,27.1,21,557.5,NA,NA,NA,28.53333333,22.66666667,1,Empty,NA,0,NA,1,0,0,3,1,NA,0:40:00,0:05:18,318,707,0:11:47,R,NA,0,NA,62.16,Empty,Empty,0,62.16,62.16,0:00:00,0:01:02,0:01:02,0,NA,0,NA,100,NA,NA,NA,0,NA,1,NA,NA
230505,5/5/23,4:49:00 PM,178,188,E vs D,D vs E,92,56,105,22.19,T. gerstaeckeri,A,F,0,1,1,0,143.325,54.61,NA,NA,NA,NA,28.4,29.3,28.85,24,26,25,28.4,28.6,28.5,29,32,30.5,28.85,25,1125,NA,NA,NA,NA,NA,NA,30.15,28.75,1,Empty,0,NA,NA,1,0,0,3,1,NA,0:40:00,0:00:31,31,52,0:00:52,R,0,NA,NA,14.53,Empty,Empty,0,14.53,14.53,#VALUE!,0:00:14,0:00:14,0,0,NA,NA,100,NA,NA,0,NA,NA,1,NA,NA
230505,5/5/23,5:26:00 PM,179,189,E vs D,E vs D,90,57,105,22.2,T. gerstaeckeri,5,NA,0,1,1,0,147.735,63.5,NA,NA,NA,NA,28.6,28.9,28.75,22,25,23.5,28.3,29.7,29,26,29,27.5,29,27.5,1301.8,NA,NA,NA,NA,NA,NA,30.5,26.68333333,1,Empty,0,NA,NA,1,0,0,3,0,NA,0:40:00,0:31:57,1917,2033,0:33:53,L,0,NA,NA,57.4,Empty,Empty,57.4,0,57.4,0:00:57,0:00:00,0:00:57,0,0,NA,NA,100,NA,NA,0,NA,NA,1,NA,NA
230505,5/5/23,6:44:00 PM,197,190,E vs H,H vs E,89,57,105,22.21,T. gerstaeckeri,A,M,0,1,1,0,NA,NA,NA,NA,72.56235828,172.72,28.6,30.6,29.6,22,23,22.5,26,27,26.5,28.9,29.2,29.05,NA,NA,NA,NA,NA,NA,29.6,22.5,2505,30.33333333,30.1,1,Empty,NA,NA,0,1,0,0,3,0,NA,0:40:00,0:02:30,150,315,0:05:15,L,NA,NA,0,138.13,Empty,Empty,0,138.13,138.13,0:00:00,0:02:18,0:02:18,0,NA,NA,0,100,NA,NA,NA,NA,0,1,NA,NA
230509,5/9/23,2:29:00 PM,176,191,D vs C,D vs C,71,96,109,22.24,T. gerstaeckeri,A,M,0,1,1,0,132.3,60.96,1.61,45.72,NA,NA,62,72,67,24.4,25.4,24.9,72,74.4,73.2,24.3,74,49.15,48.2,24.9,1085,73.2,49.15,502,NA,NA,NA,25.05,74.55,1,Chicken,0,1,NA,NA,0,0,4,1,NA,0:40:00,0:00:15,15,23,0:00:23,R,0,6.04,NA,NA,Chicken,Chicken,0,6.04,6.04,0:00:00,0:00:06,0:00:06,0,0,100,NA,NA,NA,NA,0,1,NA,NA,NA,NA
230509,5/9/23,6:05:00 PM,187,194,E vs C,C vs E,73,87,109,22.28,T. gerstaeckeri,A,M,0,1,1,0,NA,NA,1.61,45.72,NA,NA,24.2,24.4,24.3,56,70,63,24.1,24.3,24.2,68,77,72.5,NA,NA,NA,24.3,63,449.5,NA,NA,NA,24.9,74.93333333,1,Chicken,NA,1,NA,0,0,0,4,0,NA,0:40:00,0:03:30,210,276,0:04:36,L,NA,58.88,NA,0,Chicken,Chicken,58.88,0,58.88,0:00:58,0:00:00,0:00:58,0,NA,100,NA,0,NA,NA,NA,1,NA,0,NA,NA
230721,7/21/23,1:43:00 PM,218,203,E vs C,C vs E,95,43,42,52.6,T. gerstaeckeri,A,F,0,1,1,0,NA,NA,1.61,45.72,NA,NA,22.1,22.9,22.5,43,46,44.5,21.3,22.3,21.8,51,56,53.5,NA,NA,NA,22.5,44.5,427,NA,NA,NA,22.05,56.25,1,Empty,NA,0,NA,1,0,0,3,1,NA,0:40:00,0:00:08,8,18,0:00:18,R,NA,0,NA,9.06,Empty,Empty,0,9.06,9.06,0:00:00,0:00:09,0:00:09,0,NA,0,NA,100,NA,NA,NA,0,NA,1,NA,NA
230721,7/21/23,6:52:00 PM,195,205,D vs H,H vs D,98,32,42,52.11,T. gerstaeckeri,A,F,0,1,1,0,143.325,54.61,NA,NA,68.02721088,170.18,23.7,24.4,24.05,29,43,36,22.3,25.8,24.05,47,52,49.5,24.05,49.5,1159,NA,NA,NA,24.05,36,1819,23.43333333,51.08333333,1,No choice,0,0,NA,NA,1,0,2,NA,NA,0:40:00,0:15:56,956,2057,0:34:17,NA,142.41,NA,119.23,NA,Both,Dog,119.23,142.41,261.65,0:01:59,0:02:22,0:04:21,1,54.43008556,NA,45.56991444,NA,NA,NA,1,NA,0,NA,NA,NA
230721,7/21/23,12:00:00 PM,199,208,E vs H,H vs E,NA,NA,14,52.12.B,T. gerstaeckeri,5,NA,0,1,1,1,NA,NA,NA,NA,77.09750567,162.56,22.6,27,24.8,51,55,53,18.3,23.6,20.95,60,68,64,NA,NA,NA,NA,NA,NA,24.8,53,1960,23.86,64.1,1,Empty,NA,NA,0,1,0,0,3,1,NA,0:40:00,0:29:03,1743,1782,0:29:42,R,NA,NA,0,39.08,Empty,Empty,0,39.08,39.08,0:00:00,0:00:39,0:00:39,0,NA,NA,0,100,NA,NA,NA,NA,0,1,NA,NA
230728,7/28/23,3:38:00 PM,209,213,E vs H,E vs H,97,38,21,52.16,T. gerstaeckeri,5,NA,0,1,1,1,NA,NA,NA,NA,72.56235828,172.72,22.4,23.8,23.1,39,45,42,22.8,30.4,26.6,47,55,51,NA,NA,NA,NA,NA,NA,26.6,51,1610,23.175,53.7,1,Human,NA,NA,1,0,0,0,6,1,NA,0:40:00,0:11:19,679,722,0:12:02,R,NA,NA,67.54,0,Human,Human,0,67.54,67.54,0:00:00,0:01:07,0:01:07,0,NA,NA,100,0,NA,NA,NA,NA,1,0,NA,NA
230801,8/1/23,3:02:00 PM,215,220,D vs H,H vs D,101,37,25,52.19,T. gerstaeckeri,5,NA,0,1,1,1,143.325,54.61,NA,NA,61.2244898,180.34,23.6,27.5,25.55,40,42,41,23.1,24.1,23.6,49,51,50,23.6,50,973.3333333,NA,NA,NA,25.55,41,2055,23.2,52.45,1,Dog,1,NA,0,NA,0,0,5,1,NA,0:40:00,0:09:23,563,846,0:14:06,R,151.6,NA,0,NA,Dog,Dog,0,151.6,151.6,0:00:00,0:02:31,0:02:31,0,100,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA
230806,8/6/23,4:08:00 PM,229,230,D vs C,D vs C,101,35,30,52.20 (brown),T. gerstaeckeri,5,NA,0,1,1,0,147.735,63.5,1.61,45.72,NA,NA,28,29.1,28.55,23,24,23.5,27.6,28.6,28.1,28,29,28.5,28.55,23.5,1070.5,28.1,28.5,489.5,NA,NA,NA,29.76666667,28.86666667,1,Dog,1,0,NA,NA,0,0,5,0,NA,0:40:00,0:05:34,334,671,0:11:11,L,221.78,0,NA,NA,Dog,Dog,221.78,0,221.78,0:03:41,0:00:00,0:03:41,0,100,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA
230807,8/7/23,1:04:00 PM,224,231,H vs C,H vs C,98,48,31,52.22,T. gerstaeckeri,5,NA,0,1,1,0,NA,NA,1.61,45.72,72.56235828,172.72,25.4,26.7,26.05,31,33,32,22.9,25.8,24.35,35,40,37.5,NA,NA,NA,24.35,37.5,446,26.05,32,1735,26.45,39.95,1,Chicken,NA,1,0,NA,0,0,4,1,NA,0:40:00,0:00:09,9,29,0:00:29,R,NA,19.16,0,NA,Chicken,Chicken,0,19.16,19.16,0:00:00,0:00:19,0:00:19,0,NA,100,0,NA,NA,NA,NA,1,0,NA,NA,NA
230807,8/7/23,4:00:00 PM,230,234,H vs C,C vs H,103,35,31,52.23,T. gerstaeckeri,5,NA,0,1,1,1,NA,NA,1.61,45.72,72.56235828,172.72,-1,25.6,12.3,28,29,28.5,25.8,28.3,27.05,31,33,32,NA,NA,NA,12.3,28.5,447,27.05,32,1840,27.2,35.95,1,Human,NA,0,1,NA,0,0,6,1,NA,0:40:00,0:00:15,15,33,0:00:33,R,NA,0,15.37,NA,Human,Human,0,15.37,15.37,0:00:00,0:00:15,0:00:15,0,NA,0,100,NA,NA,NA,NA,0,1,NA,NA,NA